Pipeline,Completness,Resolution
ARP,0.35,"2.0 - 3.1	(81)"
ARP,93.84,"1.0 - 1.9	(67)"
ARP,0.68,"3.2	(150)"
ARP,0.21,"3.4	(150)"
ARP,0,"3.2	(150)"
ARP,0.71,"3.6	(150)"
ARP,0,"3.2	(150)"
ARP,0,"4.0	(150)"
ARP,1.04,"3.4	(150)"
ARP,23.96,"3.4	(150)"
ARP,2.84,"3.2	(150)"
ARP,11.97,"3.4	(150)"
ARP,94.06,"2.0 - 3.1	(81)"
ARP,0.68,"3.8	(150)"
ARP,44.64,"3.2	(150)"
ARP,0.78,"3.8	(150)"
ARP,97.83,"2.0 - 3.1	(81)"
ARP,78.7,"3.2	(150)"
ARP,0.35,"3.8	(150)"
ARP,0,"3.6	(150)"
ARP,0,"3.8	(150)"
ARP,0.25,"3.8	(150)"
ARP,0.22,"3.8	(150)"
ARP,1.22,"3.6	(150)"
ARP,3.36,"3.2	(150)"
ARP,8.91,"3.4	(150)"
ARP,0.35,"3.6	(150)"
ARP,0,"4.0	(150)"
ARP,0,"4.0	(150)"
ARP,61.11,"3.2	(150)"
ARP,23.38,"3.2	(150)"
ARP,0,"4.0	(150)"
ARP,0,"3.4	(150)"
ARP,0.48,"3.4	(150)"
ARP,2.41,"3.2	(150)"
ARP,97.11,"1.0 - 1.9	(67)"
ARP,0.18,"4.0	(150)"
ARP,0,"3.8	(150)"
ARP,7.93,"3.2	(150)"
ARP,0.72,"3.4	(150)"
ARP,0.25,"4.0	(150)"
ARP,0.41,"3.8	(150)"
ARP,1.02,"3.2	(150)"
ARP,0.39,"3.6	(150)"
ARP,0.6,"3.8	(150)"
ARP,1.63,"3.8	(150)"
ARP,0,"3.2	(150)"
ARP,0,"4.0	(150)"
ARP,99.06,"2.0 - 3.1	(81)"
ARP,14.78,"3.6	(150)"
ARP,3.3,"3.4	(150)"
ARP,97.28,"1.0 - 1.9	(67)"
ARP,0.46,"3.2	(150)"
ARP,0.31,"3.6	(150)"
ARP,5.42,"3.2	(150)"
ARP,8.66,"3.2	(150)"
ARP,0.51,"3.8	(150)"
ARP,0.46,"3.4	(150)"
ARP,0,"3.8	(150)"
ARP,0.89,"3.4	(150)"
ARP,98.44,"1.0 - 1.9	(67)"
ARP,0.5,"3.8	(150)"
ARP,0,"3.8	(150)"
ARP,0,"4.0	(150)"
ARP,98.2,"1.0 - 1.9	(67)"
ARP,0,"4.0	(150)"
ARP,0,"3.6	(150)"
ARP,0,"4.0	(150)"
ARP,0,"3.2	(150)"
ARP,0.22,"4.0	(150)"
ARP,0.5,"3.8	(150)"
ARP,0.15,"3.8	(150)"
ARP,0,"4.0	(150)"
ARP,0.96,"4.0	(150)"
ARP,0.75,"3.8	(150)"
ARP,0.27,"4.0	(150)"
ARP,3.3,"3.4	(150)"
ARP,98.31,"1.0 - 1.9	(67)"
ARP,94.98,"1.0 - 1.9	(67)"
ARP,0.72,"4.0	(150)"
ARP,0.3,"3.6	(150)"
ARP,0,"4.0	(150)"
ARP,1.52,"3.6	(150)"
ARP,0.83,"3.2	(150)"
ARP,0.21,"2.0 - 3.1	(81)"
ARP,1.37,"3.6	(150)"
ARP,0.87,"3.6	(150)"
PHENIX/Parrot,38.34,"3.6	(150)"
PHENIX/Parrot,5.3,"3.8	(150)"
PHENIX/Parrot,36.61,"3.4	(150)"
PHENIX/Parrot,31.39,"3.4	(150)"
PHENIX/Parrot,4.64,"4.0	(150)"
PHENIX/Parrot,94.65,"1.0 - 1.9	(67)"
PHENIX/Parrot,16.04,"4.0	(150)"
PHENIX/Parrot,9.85,"3.8	(150)"
PHENIX/Parrot,29.48,"3.2	(150)"
PHENIX/Parrot,28.73,"3.4	(150)"
PHENIX/Parrot,18.92,"3.4	(150)"
PHENIX/Parrot,11.64,"3.8	(150)"
PHENIX/Parrot,18.25,"3.4	(150)"
PHENIX/Parrot,50.14,"3.4	(150)"
PHENIX/Parrot,95.88,"2.0 - 3.1	(81)"
PHENIX/Parrot,21.72,"3.4	(150)"
PHENIX/Parrot,15.2,"3.8	(150)"
PHENIX/Parrot,8.47,"3.6	(150)"
PHENIX/Parrot,25.42,"3.4	(150)"
PHENIX/Parrot,11.09,"4.0	(150)"
PHENIX/Parrot,0.37,"3.6	(150)"
PHENIX/Parrot,13.44,"3.8	(150)"
PHENIX/Parrot,96.36,"1.0 - 1.9	(67)"
PHENIX/Parrot,34.09,"3.4	(150)"
PHENIX/Parrot,13.36,"4.0	(150)"
PHENIX/Parrot,96.37,"1.0 - 1.9	(67)"
PHENIX/Parrot,28.37,"3.6	(150)"
PHENIX/Parrot,37.02,"3.2	(150)"
PHENIX/Parrot,29.89,"3.6	(150)"
PHENIX/Parrot,17.28,"4.0	(150)"
PHENIX/Parrot,42.55,"3.4	(150)"
PHENIX/Parrot,86.93,"2.0 - 3.1	(81)"
PHENIX/Parrot,19.02,"3.4	(150)"
PHENIX/Parrot,28.25,"3.2	(150)"
PHENIX/Parrot,18.16,"3.6	(150)"
PHENIX/Parrot,94.22,"1.0 - 1.9	(67)"
PHENIX/Parrot,55.41,"3.8	(150)"
PHENIX/Parrot,12.3,"3.8	(150)"
PHENIX/Parrot,7.14,"3.6	(150)"
PHENIX/Parrot,97.67,"1.0 - 1.9	(67)"
PHENIX/Parrot,95.95,"2.0 - 3.1	(81)"
PHENIX/Parrot,30.29,"3.4	(150)"
PHENIX/Parrot,98.34,"1.0 - 1.9	(67)"
PHENIX/Parrot,32.51,"3.4	(150)"
PHENIX/Parrot,95.79,"2.0 - 3.1	(81)"
PHENIX/Parrot,9.09,"3.4	(150)"
PHENIX/Parrot,18.18,"3.6	(150)"
PHENIX/Parrot,64.86,"3.6	(150)"
PHENIX/Parrot,16.73,"3.2	(150)"
PHENIX/Parrot,18.18,"3.4	(150)"
PHENIX/Parrot,11.22,"3.2	(150)"
PHENIX/Parrot,14.65,"3.8	(150)"
PHENIX/Parrot,10.47,"4.0	(150)"
PHENIX/Parrot,13.18,"3.6	(150)"
PHENIX/Parrot,18.3,"3.6	(150)"
PHENIX/Parrot,0,"4.0	(150)"
PHENIX/Parrot,26.22,"3.8	(150)"
PHENIX/Parrot,30.66,"3.2	(150)"
PHENIX/Parrot,40.85,"3.6	(150)"
PHENIX/Parrot,29.35,"3.4	(150)"
PHENIX/Parrot,13.36,"3.8	(150)"
PHENIX/Parrot,19.23,"3.4	(150)"
PHENIX/Parrot,8.55,"4.0	(150)"
PHENIX/Parrot,87.85,"1.0 - 1.9	(67)"
PHENIX/Parrot,23.44,"3.6	(150)"
PHENIX/Parrot,76.92,"2.0 - 3.1	(81)"
PHENIX/Parrot,8.51,"4.0	(150)"
PHENIX/Parrot,90.43,"2.0 - 3.1	(81)"
PHENIX/Parrot,12.69,"4.0	(150)"
PHENIX/Parrot,69.5,"3.2	(150)"
PHENIX/Parrot,10.22,"3.8	(150)"
PHENIX/Parrot,1.8,"3.6	(150)"
PHENIX/Parrot,8.87,"3.6	(150)"
PHENIX/Parrot,14.69,"3.8	(150)"
PHENIX/Parrot,89.01,"1.0 - 1.9	(67)"
PHENIX/Parrot,20.23,"3.4	(150)"
PHENIX/Parrot,20.18,"3.2	(150)"
PHENIX/Parrot,46,"3.2	(150)"
PHENIX/Parrot,88.59,"2.0 - 3.1	(81)"
PHENIX/Parrot,29.38,"3.4	(150)"
PHENIX/Parrot,23.64,"3.8	(150)"
PHENIX/Parrot,54.79,"3.6	(150)"
PHENIX/Parrot,8.1,"3.2	(150)"
PHENIX/Parrot,7.79,"3.2	(150)"
PHENIX/Parrot,6.88,"4.0	(150)"
PHENIX/Parrot,50.88,"3.2	(150)"
PHENIX/Parrot,19.73,"3.6	(150)"
PHENIX/Parrot,20.11,"3.6	(150)"
PHENIX/Parrot,26.09,"3.6	(150)"
PHENIX/Parrot,29.62,"3.4	(150)"
PHENIX/Parrot,30.3,"3.2	(150)"
PHENIX/Parrot,17.54,"4.0	(150)"
PHENIX/Parrot,92.06,"2.0 - 3.1	(81)"
PHENIX/Parrot,19.83,"4.0	(150)"
PHENIX/Parrot,30.94,"3.6	(150)"
PHENIX/Parrot,35.41,"3.4	(150)"
PHENIX/Parrot,94.59,"1.0 - 1.9	(67)"
PHENIX/Parrot,97.8,"1.0 - 1.9	(67)"
PHENIX/Parrot,21.2,"3.4	(150)"
PHENIX/Parrot,97.58,"1.0 - 1.9	(67)"
PHENIX/Parrot,15.61,"3.8	(150)"
PHENIX/Parrot,1.75,"4.0	(150)"
PHENIX/Parrot,14.68,"3.6	(150)"
PHENIX/Parrot,28.23,"3.2	(150)"
PHENIX/Parrot,49.37,"3.2	(150)"
PHENIX/Parrot,9.57,"4.0	(150)"
PHENIX/Parrot,4.68,"4.0	(150)"
PHENIX/Parrot,30.98,"3.2	(150)"
PHENIX/Parrot,27.94,"3.6	(150)"
PHENIX/Parrot,27.38,"3.2	(150)"
PHENIX/Parrot,97.9,"2.0 - 3.1	(81)"
PHENIX/Parrot,28.37,"4.0	(150)"
PHENIX/Parrot,40.13,"3.4	(150)"
PHENIX/Parrot,3.95,"4.0	(150)"
PHENIX/Parrot,19.08,"3.8	(150)"
PHENIX/Parrot,18.18,"4.0	(150)"
PHENIX/Parrot,15.22,"4.0	(150)"
PHENIX/Parrot,94.06,"1.0 - 1.9	(67)"
PHENIX/Parrot,26.21,"3.4	(150)"
PHENIX/Parrot,19.7,"4.0	(150)"
PHENIX/Parrot,7.61,"4.0	(150)"
PHENIX/Parrot,98.45,"2.0 - 3.1	(81)"
PHENIX/Parrot,21.01,"3.6	(150)"
PHENIX/Parrot,12.64,"3.6	(150)"
PHENIX/Parrot,90.83,"1.0 - 1.9	(67)"
PHENIX/Parrot,23.13,"3.4	(150)"
PHENIX/Parrot,98.35,"1.0 - 1.9	(67)"
PHENIX/Parrot,8.5,"4.0	(150)"
PHENIX/Parrot,18.03,"3.6	(150)"
PHENIX/Parrot,15.73,"3.8	(150)"
PHENIX/Parrot,5.41,"4.0	(150)"
PHENIX/Parrot,28,"3.6	(150)"
PHENIX/Parrot,57.05,"3.2	(150)"
PHENIX/Parrot,33.38,"3.2	(150)"
PHENIX/Parrot,11.17,"3.8	(150)"
PHENIX/Parrot,19.9,"3.8	(150)"
PHENIX/Parrot,39.92,"3.4	(150)"
PHENIX/Parrot,77.85,"2.0 - 3.1	(81)"
PHENIX/Parrot,9.02,"3.8	(150)"
PHENIX/Parrot,9.89,"4.0	(150)"
PHENIX/Parrot,52.42,"3.6	(150)"
PHENIX/Parrot,13.88,"3.4	(150)"
PHENIX/Parrot,88.05,"2.0 - 3.1	(81)"
PHENIX/Parrot,7.63,"4.0	(150)"
PHENIX/Parrot,24.62,"3.2	(150)"
PHENIX/Parrot,49.18,"3.2	(150)"
PHENIX/Parrot,92.57,"2.0 - 3.1	(81)"
PHENIX/Parrot,22.41,"3.2	(150)"
PHENIX/Parrot,5.3,"4.0	(150)"
PHENIX/Parrot,18.25,"4.0	(150)"
PHENIX/Parrot,6.98,"4.0	(150)"
PHENIX/Parrot,16.96,"4.0	(150)"
PHENIX/Parrot,11.93,"3.8	(150)"
PHENIX/Parrot,38.58,"3.2	(150)"
PHENIX/Parrot,8.94,"3.4	(150)"
PHENIX/Parrot,35.06,"3.2	(150)"
PHENIX/Parrot,4.93,"4.0	(150)"
PHENIX/Parrot,94.9,"2.0 - 3.1	(81)"
PHENIX/Parrot,12.16,"4.0	(150)"
PHENIX/Parrot,91.87,"1.0 - 1.9	(67)"
PHENIX/Parrot,35.65,"4.0	(150)"
PHENIX/Parrot,4.83,"4.0	(150)"
PHENIX/Parrot,28.83,"3.6	(150)"
PHENIX/Parrot,97.53,"2.0 - 3.1	(81)"
PHENIX/Parrot,31.65,"3.6	(150)"
PHENIX/Parrot,32.81,"3.4	(150)"
PHENIX/Parrot,12.4,"3.8	(150)"
PHENIX/Parrot,19.84,"3.6	(150)"
PHENIX/Parrot,4.51,"4.0	(150)"
PHENIX/Parrot,11.74,"3.4	(150)"
PHENIX/Parrot,27.56,"3.2	(150)"
PHENIX/Parrot,35.52,"3.6	(150)"
PHENIX/Parrot,46.11,"3.8	(150)"
PHENIX/Parrot,91.49,"1.0 - 1.9	(67)"
PHENIX/Parrot,37.63,"3.8	(150)"
PHENIX/Parrot,33.33,"3.4	(150)"
PHENIX/Parrot,48.55,"3.2	(150)"
PHENIX/Parrot,31.55,"3.8	(150)"
PHENIX/Parrot,44.68,"3.4	(150)"
PHENIX/Parrot,46.87,"3.4	(150)"
PHENIX/Parrot,84.96,"2.0 - 3.1	(81)"
PHENIX/Parrot,0,"3.2	(150)"
PHENIX/Parrot,9.7,"4.0	(150)"
PHENIX/Parrot,2.7,"3.8	(150)"
PHENIX/Parrot,18.43,"4.0	(150)"
PHENIX/Parrot,95.85,"1.0 - 1.9	(67)"
PHENIX/Parrot,20.33,"3.6	(150)"
PHENIX/Parrot,40.47,"3.4	(150)"
PHENIX/Parrot,20.14,"3.2	(150)"
PHENIX/Parrot,54.91,"3.6	(150)"
PHENIX/Parrot,44.42,"3.2	(150)"
PHENIX/Parrot,31.02,"3.8	(150)"
PHENIX/Parrot,18.1,"3.6	(150)"
PHENIX/Parrot,38.91,"3.8	(150)"
PHENIX/Parrot,25.67,"3.6	(150)"
PHENIX/Parrot,10.86,"4.0	(150)"
PHENIX/Parrot,23.57,"3.6	(150)"
PHENIX/Parrot,27.37,"3.4	(150)"
PHENIX/Parrot,7.28,"3.6	(150)"
PHENIX/Parrot,61.99,"3.2	(150)"
PHENIX/Parrot,11.01,"3.4	(150)"
PHENIX/Parrot,10.82,"3.8	(150)"
PHENIX/Parrot,2.46,"3.6	(150)"
PHENIX/Parrot,29.3,"3.2	(150)"
PHENIX/Parrot,23.4,"3.6	(150)"
PHENIX/Parrot,6.68,"4.0	(150)"
PHENIX/Parrot,7.89,"3.6	(150)"
PHENIX/Parrot,6.06,"3.8	(150)"
PHENIX/Parrot,16.49,"3.6	(150)"
PHENIX/Parrot,48.21,"3.2	(150)"
PHENIX/Parrot,34.71,"3.8	(150)"
PHENIX/Parrot,98.21,"2.0 - 3.1	(81)"
PHENIX/Parrot,17.75,"4.0	(150)"
PHENIX/Parrot,32.82,"3.6	(150)"
PHENIX/Parrot,69.05,"3.2	(150)"
PHENIX/Parrot,34.31,"3.2	(150)"
PHENIX/Parrot,20.38,"3.6	(150)"
PHENIX/Parrot,6.07,"4.0	(150)"
PHENIX/Parrot,35.47,"3.4	(150)"
PHENIX/Parrot,21.67,"3.8	(150)"
PHENIX/Parrot,97.27,"2.0 - 3.1	(81)"
PHENIX/Parrot,30.94,"3.2	(150)"
PHENIX/Parrot,29.51,"3.8	(150)"
PHENIX/Parrot,54.88,"3.2	(150)"
PHENIX/Parrot,13.84,"4.0	(150)"
PHENIX/Parrot,91.3,"2.0 - 3.1	(81)"
PHENIX/Parrot,2.05,"3.8	(150)"
PHENIX/Parrot,92.13,"2.0 - 3.1	(81)"
PHENIX/Parrot,10.14,"3.8	(150)"
PHENIX/Parrot,41.3,"3.4	(150)"
PHENIX/Parrot,43.27,"3.2	(150)"
PHENIX/Parrot,25.81,"3.8	(150)"
PHENIX/Parrot,3.6,"3.8	(150)"
PHENIX/Parrot,17.77,"3.8	(150)"
PHENIX/Parrot,36.62,"3.2	(150)"
PHENIX/Parrot,31.45,"3.4	(150)"
PHENIX/Parrot,97.24,"2.0 - 3.1	(81)"
PHENIX/Parrot,12.87,"3.6	(150)"
PHENIX/Parrot,4.89,"4.0	(150)"
PHENIX/Parrot,47.52,"3.2	(150)"
PHENIX/Parrot,56.17,"3.8	(150)"
PHENIX/Parrot,9.52,"3.6	(150)"
PHENIX/Parrot,20.14,"3.6	(150)"
PHENIX/Parrot,7.94,"3.8	(150)"
PHENIX/Parrot,3.9,"4.0	(150)"
PHENIX/Parrot,21.4,"3.6	(150)"
PHENIX/Parrot,17.57,"3.8	(150)"
PHENIX/Parrot,16.96,"4.0	(150)"
PHENIX/Parrot,22.6,"3.6	(150)"
PHENIX/Parrot,11.98,"4.0	(150)"
PHENIX/Parrot,96.04,"2.0 - 3.1	(81)"
PHENIX/Parrot,35.11,"3.4	(150)"
PHENIX/Parrot,32.8,"4.0	(150)"
PHENIX/Parrot,99.45,"1.0 - 1.9	(67)"
PHENIX/Parrot,11.07,"4.0	(150)"
PHENIX/Parrot,34.72,"3.2	(150)"
PHENIX/Parrot,42.53,"3.4	(150)"
PHENIX/Parrot,22.17,"3.6	(150)"
PHENIX/Parrot,21.77,"3.8	(150)"
PHENIX/Parrot,97.76,"1.0 - 1.9	(67)"
PHENIX/Parrot,53.91,"3.4	(150)"
PHENIX/Parrot,19.16,"3.8	(150)"
PHENIX/Parrot,33.73,"3.6	(150)"
PHENIX/Parrot,18.58,"3.6	(150)"
PHENIX/Parrot,14.61,"3.6	(150)"
PHENIX/Parrot,22.02,"4.0	(150)"
PHENIX/Parrot,96.51,"1.0 - 1.9	(67)"
PHENIX/Parrot,29.66,"3.8	(150)"
PHENIX/Parrot,24.53,"3.4	(150)"
PHENIX/Parrot,0,"3.8	(150)"
PHENIX/Parrot,11.33,"3.2	(150)"
PHENIX/Parrot,9.52,"3.8	(150)"
PHENIX/Parrot,92.59,"2.0 - 3.1	(81)"
PHENIX/Parrot,34.65,"3.6	(150)"
PHENIX/Parrot,22.51,"3.4	(150)"
PHENIX/Parrot,8.09,"4.0	(150)"
PHENIX/Parrot,8.92,"4.0	(150)"
PHENIX/Parrot,34.99,"3.6	(150)"
PHENIX/Parrot,7.19,"3.8	(150)"
PHENIX/Parrot,83.87,"2.0 - 3.1	(81)"
PHENIX/Parrot,6.36,"4.0	(150)"
PHENIX/Parrot,68,"3.2	(150)"
PHENIX/Parrot,24.18,"3.6	(150)"
PHENIX/Parrot,2.92,"3.8	(150)"
PHENIX/Parrot,99.24,"2.0 - 3.1	(81)"
PHENIX/Parrot,21.48,"3.4	(150)"
PHENIX/Parrot,87.92,"2.0 - 3.1	(81)"
PHENIX/Parrot,14.94,"4.0	(150)"
PHENIX/Parrot,32.16,"3.2	(150)"
PHENIX/Parrot,28.25,"3.6	(150)"
PHENIX/Parrot,6.21,"3.8	(150)"
PHENIX/Parrot,98.46,"1.0 - 1.9	(67)"
PHENIX/Parrot,40.92,"3.4	(150)"
PHENIX/Parrot,15.65,"3.8	(150)"
PHENIX/Parrot,94.57,"2.0 - 3.1	(81)"
PHENIX/Parrot,21.28,"3.6	(150)"
PHENIX/Parrot,63.09,"3.6	(150)"
PHENIX/Parrot,6.78,"4.0	(150)"
PHENIX/Parrot,27.39,"3.4	(150)"
PHENIX/Parrot,22.61,"3.4	(150)"
PHENIX/Parrot,84.98,"2.0 - 3.1	(81)"
PHENIX/Parrot,25.45,"3.2	(150)"
PHENIX/Parrot,45.76,"3.8	(150)"
PHENIX/Parrot,96.51,"2.0 - 3.1	(81)"
PHENIX/Parrot,32.59,"3.4	(150)"
PHENIX/Parrot,41.65,"3.4	(150)"
PHENIX/Parrot,21.28,"4.0	(150)"
PHENIX/Parrot,39.38,"3.2	(150)"
PHENIX/Parrot,20.83,"3.8	(150)"
PHENIX/Parrot,16.16,"3.8	(150)"
PHENIX/Parrot,20.08,"4.0	(150)"
PHENIX/Parrot,34.57,"3.6	(150)"
PHENIX/Parrot,14.66,"3.8	(150)"
PHENIX/Parrot,59.24,"2.0 - 3.1	(81)"
PHENIX/Parrot,13.88,"3.8	(150)"
PHENIX/Parrot,13.23,"3.8	(150)"
PHENIX/Parrot,35.81,"3.2	(150)"
PHENIX/Parrot,84.21,"2.0 - 3.1	(81)"
PHENIX/Parrot,14.46,"4.0	(150)"
PHENIX/Parrot,29.66,"3.2	(150)"
PHENIX/Parrot,27.74,"3.6	(150)"
PHENIX/Parrot,8.92,"4.0	(150)"
PHENIX/Parrot,31.78,"3.6	(150)"
PHENIX/Parrot,45.67,"3.2	(150)"
PHENIX/Parrot,95.61,"1.0 - 1.9	(67)"
PHENIX/Parrot,33.33,"3.8	(150)"
PHENIX/Parrot,11.53,"3.4	(150)"
PHENIX/Parrot,18.77,"3.6	(150)"
PHENIX/Parrot,9.51,"4.0	(150)"
PHENIX/Parrot,46.1,"3.8	(150)"
PHENIX/Parrot,1.69,"4.0	(150)"
PHENIX/Parrot,6.1,"3.6	(150)"
PHENIX/Parrot,33.88,"3.6	(150)"
PHENIX/Parrot,11.34,"3.6	(150)"
PHENIX/Parrot,93.29,"2.0 - 3.1	(81)"
PHENIX/Parrot,21.4,"3.4	(150)"
PHENIX/Parrot,57.68,"3.4	(150)"
PHENIX/Parrot,25.27,"3.2	(150)"
PHENIX/Parrot,16.87,"4.0	(150)"
PHENIX/Parrot,21.02,"3.8	(150)"
PHENIX/Parrot,21.67,"3.4	(150)"
PHENIX/Parrot,36.27,"4.0	(150)"
PHENIX/Parrot,95.47,"1.0 - 1.9	(67)"
PHENIX/Parrot,32.02,"3.4	(150)"
PHENIX/Parrot,39.13,"3.8	(150)"
PHENIX/Parrot,93.59,"2.0 - 3.1	(81)"
PHENIX/Parrot,20.92,"3.6	(150)"
PHENIX/Parrot,6.82,"3.8	(150)"
PHENIX/Parrot,41.33,"3.4	(150)"
PHENIX/Parrot,30.4,"3.8	(150)"
PHENIX/Parrot,9.59,"4.0	(150)"
PHENIX/Parrot,62.16,"3.4	(150)"
PHENIX/Parrot,40.13,"3.2	(150)"
PHENIX/Parrot,10.08,"3.8	(150)"
PHENIX/Parrot,12.92,"3.8	(150)"
PHENIX/Parrot,37.5,"3.8	(150)"
PHENIX/Parrot,22.63,"3.2	(150)"
PHENIX/Parrot,57.2,"3.4	(150)"
PHENIX/Parrot,3.6,"4.0	(150)"
PHENIX/Parrot,21.65,"3.4	(150)"
PHENIX/Parrot,13.82,"4.0	(150)"
PHENIX/Parrot,8.52,"3.4	(150)"
PHENIX/Parrot,7.19,"4.0	(150)"
PHENIX/Parrot,53.17,"3.2	(150)"
PHENIX/Parrot,3.95,"3.6	(150)"
PHENIX/Parrot,18.75,"3.8	(150)"
PHENIX/Parrot,10.4,"4.0	(150)"
PHENIX/Parrot,29.84,"3.2	(150)"
PHENIX/Parrot,20.14,"3.4	(150)"
PHENIX/Parrot,26.58,"3.4	(150)"
PHENIX/Parrot,60.45,"3.2	(150)"
PHENIX/Parrot,39.71,"3.2	(150)"
PHENIX/Parrot,35.89,"3.2	(150)"
PHENIX/Parrot,8.33,"3.8	(150)"
PHENIX/Parrot,21.43,"4.0	(150)"
PHENIX/Parrot,7.42,"4.0	(150)"
PHENIX/Parrot,18.46,"3.8	(150)"
PHENIX/Parrot,96.38,"1.0 - 1.9	(67)"
PHENIX/Parrot,96.44,"1.0 - 1.9	(67)"
PHENIX/Parrot,34.28,"3.2	(150)"
PHENIX/Parrot,13.18,"4.0	(150)"
PHENIX/Parrot,23.75,"3.6	(150)"
PHENIX/Parrot,15.32,"3.6	(150)"
PHENIX/Parrot,31.75,"3.2	(150)"
PHENIX/Parrot,53.42,"3.4	(150)"
PHENIX/Parrot,8.13,"3.8	(150)"
PHENIX/Parrot,20.82,"3.6	(150)"
PHENIX/Parrot,34.69,"4.0	(150)"
PHENIX/Parrot,33.82,"3.2	(150)"
PHENIX/Parrot,23.36,"3.8	(150)"
PHENIX/Parrot,0.93,"3.8	(150)"
PHENIX/Parrot,17.34,"3.8	(150)"
PHENIX/Parrot,29.99,"3.2	(150)"
PHENIX/Parrot,26.09,"3.6	(150)"
PHENIX/Parrot,20,"3.4	(150)"
PHENIX/Parrot,32.18,"3.4	(150)"
PHENIX/Parrot,95.94,"1.0 - 1.9	(67)"
PHENIX/Parrot,20.92,"3.6	(150)"
PHENIX/Parrot,90.85,"2.0 - 3.1	(81)"
PHENIX/Parrot,90.15,"2.0 - 3.1	(81)"
PHENIX/Parrot,24.8,"3.8	(150)"
PHENIX/Parrot,93.48,"2.0 - 3.1	(81)"
PHENIX/Parrot,1.3,"3.4	(150)"
PHENIX/Parrot,37.59,"3.6	(150)"
PHENIX/Parrot,11.28,"3.4	(150)"
PHENIX/Parrot,21.38,"4.0	(150)"
PHENIX/Parrot,11.56,"3.6	(150)"
PHENIX/Parrot,11.88,"3.8	(150)"
PHENIX/Parrot,9.51,"4.0	(150)"
PHENIX/Parrot,45.39,"3.6	(150)"
PHENIX/Parrot,8.25,"4.0	(150)"
PHENIX/Parrot,15.85,"4.0	(150)"
PHENIX/Parrot,48.45,"3.2	(150)"
PHENIX/Parrot,30.75,"3.8	(150)"
PHENIX/Parrot,36.24,"3.8	(150)"
PHENIX/Parrot,43.95,"3.2	(150)"
PHENIX/Parrot,31.06,"3.2	(150)"
PHENIX/Parrot,10.41,"4.0	(150)"
PHENIX/Parrot,22.47,"3.4	(150)"
PHENIX/Parrot,28.63,"3.6	(150)"
PHENIX/Parrot,14.72,"3.6	(150)"
PHENIX/Parrot,32.5,"3.4	(150)"
PHENIX/Parrot,92.11,"2.0 - 3.1	(81)"
PHENIX/Parrot,98.61,"1.0 - 1.9	(67)"
PHENIX/Parrot,77.32,"2.0 - 3.1	(81)"
PHENIX/Parrot,18.05,"3.8	(150)"
PHENIX/Parrot,8.75,"4.0	(150)"
PHENIX/Parrot,44.14,"3.2	(150)"
PHENIX/Parrot,9.25,"3.8	(150)"
PHENIX/Parrot,94.4,"2.0 - 3.1	(81)"
PHENIX/Parrot,5.24,"4.0	(150)"
PHENIX/Parrot,28.33,"3.6	(150)"
PHENIX/Parrot,11.33,"4.0	(150)"
PHENIX/Parrot,42.36,"3.2	(150)"
PHENIX/Parrot,13.78,"4.0	(150)"
PHENIX/Parrot,0.56,"4.0	(150)"
PHENIX/Parrot,20.77,"3.8	(150)"
PHENIX/Parrot,14.35,"3.6	(150)"
PHENIX/Parrot,27.48,"3.8	(150)"
PHENIX/Parrot,96.36,"1.0 - 1.9	(67)"
PHENIX/Parrot,68.3,"3.2	(150)"
PHENIX/Parrot,66.79,"2.0 - 3.1	(81)"
PHENIX/Parrot,55.19,"3.4	(150)"
PHENIX/Parrot,25.76,"3.4	(150)"
PHENIX/Parrot,16.41,"3.6	(150)"
PHENIX/Parrot,94.26,"2.0 - 3.1	(81)"
PHENIX/Parrot,3.91,"3.8	(150)"
PHENIX/Parrot,21.3,"3.8	(150)"
PHENIX/Parrot,6.26,"4.0	(150)"
PHENIX/Parrot,40.89,"3.2	(150)"
PHENIX/Parrot,30.74,"3.2	(150)"
PHENIX/Parrot,17.73,"3.6	(150)"
PHENIX/Parrot,4.59,"4.0	(150)"
PHENIX/Parrot,41.6,"3.2	(150)"
PHENIX/Parrot,36.95,"3.6	(150)"
PHENIX/Parrot,48.49,"3.6	(150)"
PHENIX/Parrot,30.39,"3.4	(150)"
PHENIX/Parrot,38.51,"3.4	(150)"
PHENIX/Parrot,30.72,"3.8	(150)"
PHENIX/Parrot,7.44,"4.0	(150)"
PHENIX/Parrot,20.16,"3.4	(150)"
PHENIX/Parrot,10.88,"4.0	(150)"
PHENIX/Parrot,34.57,"3.4	(150)"
PHENIX/Parrot,36.95,"3.6	(150)"
PHENIX/Parrot,93.09,"2.0 - 3.1	(81)"
PHENIX/Parrot,8.2,"4.0	(150)"
PHENIX/Parrot,63.17,"3.2	(150)"
PHENIX/Parrot,30.86,"3.2	(150)"
PHENIX/Parrot,27.56,"3.6	(150)"
PHENIX/Parrot,66.45,"3.6	(150)"
PHENIX/Parrot,19.63,"3.4	(150)"
PHENIX/Parrot,3.47,"4.0	(150)"
PHENIX/Parrot,14.1,"3.8	(150)"
PHENIX/Parrot,40,"3.6	(150)"
PHENIX/Parrot,23.02,"3.8	(150)"
PHENIX/Parrot,9.54,"3.8	(150)"
PHENIX/Parrot,39.86,"3.2	(150)"
PHENIX/Parrot,3.03,"4.0	(150)"
PHENIX/Parrot,12.96,"3.8	(150)"
